sequence_id,b1_timestamp
929,1754389998840
930,1754389998840
931,1754389998840
932,1754389998840
933,1754389998884
934,1754389998884
935,1754389998884
936,1754389998887
937,1754389998924
938,1754389998924
939,1754389998924
940,1754389998927
941,1754389998964
942,1754389998964
943,1754389998967
944,1754389998967
945,1754389999008
946,1754389999008
947,1754389999008
948,1754389999008
949,1754389999048
950,1754389999049
951,1754389999049
952,1754389999049
953,1754389999085
954,1754389999085
955,1754389999085
956,1754389999085
957,1754389999085
958,1754389999134
959,1754389999137
960,1754389999137
961,1754389999171
962,1754389999171
963,1754389999173
964,1754389999173
965,1754389999173
966,1754389999213
967,1754389999213
968,1754389999213
969,1754389999213
970,1754389999259
971,1754389999259
972,1754389999259
973,1754389999259
974,1754389999293
975,1754389999293
976,1754389999295
977,1754389999295
978,1754389999328
979,1754389999329
980,1754389999331
981,1754389999331
982,1754389999365
983,1754389999365
984,1754389999365
985,1754389999404
986,1754389999407
987,1754389999407
988,1754389999407
989,1754389999449
990,1754389999450
991,1754389999450
992,1754389999451
993,1754389999495
994,1754389999495
995,1754389999495
996,1754389999497
997,1754389999497
998,1754389999533
999,1754389999533
1000,1754389999533
1001,1754389999535
1002,1754389999571
1003,1754389999573
1004,1754389999573
1005,1754389999573
1006,1754389999613
1007,1754389999613
1008,1754389999613
1009,1754389999613
1010,1754389999656
1011,1754389999658
1012,1754389999658
1013,1754389999658
1014,1754389999678
1015,1754389999678
1016,1754389999678
1017,1754389999679
1018,1754389999713
1019,1754389999713
1020,1754389999736
1021,1754389999739
1022,1754389999739
1023,1754389999739
1024,1754389999773
1025,1754389999773
1026,1754389999819
1027,1754389999819
1028,1754389999819
1029,1754389999819
1030,1754389999878
1031,1754389999879
1032,1754389999879
1033,1754389999879
1034,1754389999879
1035,1754389999879
1036,1754389999879
1037,1754389999925
1038,1754389999925
1039,1754389999927
1040,1754389999933
1041,1754389999933
1042,1754389999933
1043,1754389999968
1044,1754389999968
1045,1754390000003
1046,1754390000003
1047,1754390000003
1048,1754390000008
1049,1754390000048
1050,1754390000048
1051,1754390000049
1052,1754390000049
1053,1754390000088
1054,1754390000088
1055,1754390000088
1056,1754390000088
1057,1754390000128
1058,1754390000128
1059,1754390000128
1060,1754390000128
1061,1754390000171
1062,1754390000173
1063,1754390000173
1064,1754390000173
1065,1754390000173
1066,1754390000213
1067,1754390000213
1068,1754390000213
1069,1754390000213
1070,1754390000253
1071,1754390000253
1072,1754390000253
1073,1754390000253
1074,1754390000293
1075,1754390000293
1076,1754390000295
1077,1754390000295
1078,1754390000340
1079,1754390000341
1080,1754390000343
1081,1754390000343
1082,1754390000360
1083,1754390000360
1084,1754390000361
1085,1754390000367
1086,1754390000367
1087,1754390000413
1088,1754390000413
1089,1754390000453
1090,1754390000453
1091,1754390000453
1092,1754390000453
1093,1754390000453
1094,1754390000499
1095,1754390000501
1096,1754390000501
1097,1754390000501
1098,1754390000534
1099,1754390000534
1100,1754390000534
1101,1754390000534
1102,1754390000534
1103,1754390000576
1104,1754390000579
1105,1754390000579
1106,1754390000618
1107,1754390000618
1108,1754390000619
1109,1754390000619
1110,1754390000653
1111,1754390000653
1112,1754390000653
1113,1754390000655
1114,1754390000655
1115,1754390000699
1116,1754390000699
1117,1754390000699
1118,1754390000733
1119,1754390000733
1120,1754390000733
1121,1754390000733
1122,1754390000772
1123,1754390000773
1124,1754390000773
1125,1754390000773
1126,1754390000830
1127,1754390000830
1128,1754390000830
1129,1754390000830
1130,1754390000838
1131,1754390000838
1132,1754390000838
1133,1754390000849
1134,1754390000851
1135,1754390000851
1136,1754390000893
1137,1754390000900
1138,1754390000903
1139,1754390000903
1140,1754390000933
1141,1754390000933
1142,1754390000973
1143,1754390000973
1144,1754390000973
1145,1754390000973
1146,1754390001008
1147,1754390001008
1148,1754390001008
1149,1754390001008
1150,1754390001050
1151,1754390001051
1152,1754390001051
1153,1754390001088
1154,1754390001088
1155,1754390001088
1156,1754390001088
1157,1754390001088
1158,1754390001135
1159,1754390001137
1160,1754390001137
1161,1754390001171
1162,1754390001171
1163,1754390001171
1164,1754390001173
1165,1754390001173
1166,1754390001213
1167,1754390001213
1168,1754390001213
1169,1754390001213
1170,1754390001253
1171,1754390001253
1172,1754390001253
1173,1754390001253
1174,1754390001291
1175,1754390001291
1176,1754390001291
1177,1754390001291
1178,1754390001336
1179,1754390001336
1180,1754390001336
1181,1754390001336
1182,1754390001380
1183,1754390001380
1184,1754390001380
1185,1754390001380
1186,1754390001413
1187,1754390001413
1188,1754390001413
1189,1754390001413
1190,1754390001413
1191,1754390001451
1192,1754390001453
1193,1754390001453
1194,1754390001493
1195,1754390001493
1196,1754390001493
1197,1754390001493
1198,1754390001535
1199,1754390001535
1200,1754390001535
1201,1754390001536
1202,1754390001565
1203,1754390001565
1204,1754390001565
1205,1754390001567
1206,1754390001608
1207,1754390001608
1208,1754390001608
1209,1754390001652
1210,1754390001653
1211,1754390001655
1212,1754390001655
1213,1754390001712
1214,1754390001712
1215,1754390001713
1216,1754390001713
1217,1754390001713
1218,1754390001713
1219,1754390001713
1220,1754390001713
1221,1754390001774
1222,1754390001774
1223,1754390001774
1224,1754390001775
1225,1754390001775
1226,1754390001775
1227,1754390001813
1228,1754390001815
1229,1754390001815
1230,1754390001848
1231,1754390001848
1232,1754390001848
1233,1754390001848
1234,1754390001897
1235,1754390001898
1236,1754390001898
1237,1754390001944
1238,1754390001945
1239,1754390001945
1240,1754390001946
1241,1754390001946
1242,1754390001951
1243,1754390001951
1244,1754390001953
1245,1754390001973
1246,1754390001973
1247,1754390002006
1248,1754390002008
1249,1754390002008
1250,1754390002050
1251,1754390002050
1252,1754390002050
1253,1754390002109
1254,1754390002109
1255,1754390002111
1256,1754390002111
1257,1754390002111
1258,1754390002111
1259,1754390002120
1260,1754390002120
1261,1754390002120
1262,1754390002168
1263,1754390002168
1264,1754390002169
1265,1754390002211
1266,1754390002212
1267,1754390002212
1268,1754390002212
1269,1754390002245
1270,1754390002245
1271,1754390002247
1272,1754390002249
1273,1754390002249
1274,1754390002297
1275,1754390002297
1276,1754390002297
1277,1754390002327
1278,1754390002329
1279,1754390002329
1280,1754390002329
1281,1754390002329
1282,1754390002366
1283,1754390002368
1284,1754390002368
1285,1754390002412
1286,1754390002413
1287,1754390002413
1288,1754390002413
1289,1754390002449
1290,1754390002449
1291,1754390002449
1292,1754390002451
1293,1754390002451
1294,1754390002493
1295,1754390002493
1296,1754390002493
1297,1754390002493
1298,1754390002535
1299,1754390002535
1300,1754390002535
1301,1754390002535
1302,1754390002579
1303,1754390002581
1304,1754390002581
1305,1754390002581
1306,1754390002613
1307,1754390002613
1308,1754390002613
1309,1754390002613
1310,1754390002613
1311,1754390002667
1312,1754390002667
1313,1754390002669
1314,1754390002671
1315,1754390002671
1316,1754390002671
1317,1754390002691
1318,1754390002691
1319,1754390002739
1320,1754390002741
1321,1754390002741
1322,1754390002779
1323,1754390002780
1324,1754390002780
1325,1754390002784
1326,1754390002812
1327,1754390002812
1328,1754390002812
1329,1754390002818
1330,1754390002819
1331,1754390002848
1332,1754390002848
1333,1754390002849
1334,1754390002887
1335,1754390002887
1336,1754390002887
1337,1754390002928
1338,1754390002928
1339,1754390002928
1340,1754390002932
1341,1754390002932
1342,1754390002932
1343,1754390002972
1344,1754390002972
1345,1754390003011
1346,1754390003013
1347,1754390003013
1348,1754390003013
1349,1754390003013
1350,1754390003053
1351,1754390003055
1352,1754390003055
1353,1754390003055
1354,1754390003098
1355,1754390003098
1356,1754390003098
1357,1754390003098
1358,1754390003145
1359,1754390003147
1360,1754390003147
1361,1754390003147
1362,1754390003178
1363,1754390003178
1364,1754390003178
1365,1754390003178
1366,1754390003178
1367,1754390003229
1368,1754390003231
1369,1754390003231
1370,1754390003233
1371,1754390003233
1372,1754390003233
1373,1754390003251
1374,1754390003251
1375,1754390003301
1376,1754390003301
1377,1754390003301
1378,1754390003332
1379,1754390003332
1380,1754390003332
1381,1754390003332
1382,1754390003383
1383,1754390003387
1384,1754390003387
1385,1754390003387
1386,1754390003391
1387,1754390003392
1388,1754390003392
1389,1754390003413
1390,1754390003413
1391,1754390003452
1392,1754390003452
1393,1754390003452
1394,1754390003488
1395,1754390003488
1396,1754390003488
1397,1754390003488
1398,1754390003527
1399,1754390003528
1400,1754390003528
1401,1754390003572
1402,1754390003573
1403,1754390003573
1404,1754390003573
1405,1754390003623
1406,1754390003623
1407,1754390003623
1408,1754390003624
1409,1754390003624
1410,1754390003657
1411,1754390003657
1412,1754390003658
1413,1754390003658
1414,1754390003658
1415,1754390003696
1416,1754390003699
1417,1754390003699
1418,1754390003726
1419,1754390003726
1420,1754390003726
1421,1754390003733
1422,1754390003758
1423,1754390003758
1424,1754390003761
1425,1754390003761
1426,1754390003798
1427,1754390003798
1428,1754390003815
1429,1754390003815
1430,1754390003815
1431,1754390003819
1432,1754390003850
1433,1754390003851
1434,1754390003877
1435,1754390003877
1436,1754390003877
1437,1754390003877
1438,1754390003920
1439,1754390003923
1440,1754390003954
1441,1754390003954
1442,1754390003954
1443,1754390003958
1444,1754390003959
1445,1754390004011
1446,1754390004011
1447,1754390004013
1448,1754390004013
1449,1754390004013
1450,1754390004013
1451,1754390004057
1452,1754390004057
1453,1754390004057
1454,1754390004090
1455,1754390004092
1456,1754390004092
1457,1754390004092
1458,1754390004139
1459,1754390004139
1460,1754390004139
1461,1754390004139
1462,1754390004172
1463,1754390004172
1464,1754390004172
1465,1754390004172
1466,1754390004208
1467,1754390004208
1468,1754390004208
1469,1754390004208
1470,1754390004247
1471,1754390004247
1472,1754390004247
1473,1754390004279
1474,1754390004279
1475,1754390004279
1476,1754390004281
1477,1754390004328
1478,1754390004328
1479,1754390004331
1480,1754390004338
1481,1754390004338
1482,1754390004338
1483,1754390004372
1484,1754390004372
1485,1754390004372
1486,1754390004393
1487,1754390004393
1488,1754390004394
1489,1754390004394
1490,1754390004439
1491,1754390004439
1492,1754390004458
1493,1754390004458
1494,1754390004458
1495,1754390004490
1496,1754390004499
1497,1754390004499
1498,1754390004501
1499,1754390004530
1500,1754390004533
1501,1754390004533
1502,1754390004566
1503,1754390004569
1504,1754390004569
1505,1754390004569
1506,1754390004610
1507,1754390004610
1508,1754390004613
1509,1754390004653
1510,1754390004653
1511,1754390004653
1512,1754390004653
1513,1754390004653
1514,1754390004688
1515,1754390004688
1516,1754390004688
1517,1754390004688
1518,1754390004727
1519,1754390004727
1520,1754390004727
1521,1754390004767
1522,1754390004767
1523,1754390004767
1524,1754390004767
1525,1754390004813
1526,1754390004814
1527,1754390004816
1528,1754390004817
1529,1754390004827
1530,1754390004827
1531,1754390004827
1532,1754390004852
1533,1754390004852
1534,1754390004906
1535,1754390004909
1536,1754390004909
1537,1754390004909
1538,1754390004911
1539,1754390004911
1540,1754390004913
1541,1754390004932
1542,1754390004932
1543,1754390004985
1544,1754390004985
1545,1754390004985
1546,1754390004989
1547,1754390004989
1548,1754390004989
1549,1754390005012
1550,1754390005013
1551,1754390005053
1552,1754390005053
1553,1754390005053
1554,1754390005092
1555,1754390005092
1556,1754390005092
1557,1754390005092
1558,1754390005135
1559,1754390005135
1560,1754390005136
1561,1754390005138
1562,1754390005170
1563,1754390005177
1564,1754390005179
1565,1754390005179
1566,1754390005205
1567,1754390005205
1568,1754390005209
1569,1754390005209
1570,1754390005247
1571,1754390005247
1572,1754390005247
1573,1754390005287
1574,1754390005287
1575,1754390005287
1576,1754390005287
1577,1754390005327
1578,1754390005327
1579,1754390005327
1580,1754390005327
1581,1754390005378
1582,1754390005381
1583,1754390005381
1584,1754390005381
1585,1754390005381
1586,1754390005381
1587,1754390005381
1588,1754390005409
1589,1754390005409
1590,1754390005445
1591,1754390005448
1592,1754390005448
1593,1754390005487
1594,1754390005487
1595,1754390005489
1596,1754390005489
1597,1754390005535
1598,1754390005537
1599,1754390005537
1600,1754390005537
1601,1754390005545
1602,1754390005545
1603,1754390005545
1604,1754390005572
1605,1754390005572
1606,1754390005607
1607,1754390005607
1608,1754390005607
1609,1754390005607
1610,1754390005652
1611,1754390005652
1612,1754390005652
1613,1754390005692
1614,1754390005692
1615,1754390005692
1616,1754390005692
1617,1754390005694
1618,1754390005735
1619,1754390005738
1620,1754390005739
1621,1754390005739
1622,1754390005777
1623,1754390005777
1624,1754390005777
1625,1754390005777
1626,1754390005813
1627,1754390005813
1628,1754390005813
1629,1754390005813
1630,1754390005848
1631,1754390005848
1632,1754390005848
1633,1754390005849
1634,1754390005889
1635,1754390005889
1636,1754390005889
1637,1754390005930
1638,1754390005931
1639,1754390005933
1640,1754390005933
1641,1754390005972
1642,1754390005972
1643,1754390005972
1644,1754390005972
1645,1754390005972
1646,1754390006012
1647,1754390006013
1648,1754390006013
1649,1754390006013
1650,1754390006052
1651,1754390006052
1652,1754390006052
1653,1754390006054
1654,1754390006098
1655,1754390006098
1656,1754390006099
1657,1754390006099
1658,1754390006113
1659,1754390006113
1660,1754390006113
1661,1754390006113
1662,1754390006163
1663,1754390006164
1664,1754390006172
1665,1754390006173
1666,1754390006173
1667,1754390006207
1668,1754390006207
1669,1754390006252
